Number,Input/Output,Automation Name,Category,Units,Current Value,Default Value,Modified,Data Type,Description
14218,o/p,Periphery_[Housing],Periphery,mm,1541.28519734104,"","",double,""
14219,o/p,L_Lower_Nat_Conv_Plate,Char_Length,mm,0,"","",double,""
14220,o/p,L_Upper_Nat_Conv_Plate,Char_Length,mm,350,"","",double,""
14221,o/p,L_Lower_Forced_Conv_Plate,Char_Length,mm,0,"","",double,""
14222,o/p,L_Upper_Forced_Conv_Plate,Char_Length,mm,350,"","",double,""
14223,o/p,hr_[Housing_-_Active],h_Rad,W/m²/°C,0,"","",double,""
14224,o/p,hr_[Housing_-_Active_Fin_Base],h_Rad,W/m²/°C,0,"","",double,""
14225,o/p,hr_[Housing_-_Active_Fin_Sides],h_Rad,W/m²/°C,0,"","",double,""
14226,o/p,hr_[Housing_-_Active_Fin_Channel],h_Rad,W/m²/°C,0,"","",double,""
14227,o/p,hr_[Housing_-_Active_Fin_Tips],h_Rad,W/m²/°C,0,"","",double,""
14228,o/p,hr_[Housing_-_Active_Corner_Cut],h_Rad,W/m²/°C,0,"","",double,""
14229,o/p,hr_[Housing_-_Front],h_Rad,W/m²/°C,0,"","",double,""
14230,o/p,hr_[Housing_-_Front_Fin_Base],h_Rad,W/m²/°C,0,"","",double,""
14231,o/p,hr_[Housing_-_Front_Fin_Sides],h_Rad,W/m²/°C,0,"","",double,""
14232,o/p,hr_[Housing_-_Front_Fin_Channel],h_Rad,W/m²/°C,0,"","",double,""
14233,o/p,hr_[Housing_-_Front_Fin_Tips],h_Rad,W/m²/°C,0,"","",double,""
14234,o/p,hr_[Housing_-_Front_Corner_Cut],h_Rad,W/m²/°C,0,"","",double,""
14235,o/p,hr_[Housing_-_Rear],h_Rad,W/m²/°C,0,"","",double,""
14236,o/p,hr_[Housing_-_Rear_Fin_Base],h_Rad,W/m²/°C,0,"","",double,""
14237,o/p,hr_[Housing_-_Rear_Fin_Sides],h_Rad,W/m²/°C,0,"","",double,""
14238,o/p,hr_[Housing_-_Rear_Fin_Channel],h_Rad,W/m²/°C,0,"","",double,""
14239,o/p,hr_[Housing_-_Rear_Fin_Tips],h_Rad,W/m²/°C,0,"","",double,""
14240,o/p,hr_[Housing_-_Rear_Corner_Cut],h_Rad,W/m²/°C,0,"","",double,""
14241,o/p,hr_[Endcap_-_Front_Radial],h_Rad,W/m²/°C,0,"","",double,""
14242,o/p,hr_[Endcap_-_Front_Axial],h_Rad,W/m²/°C,0,"","",double,""
14243,o/p,hr_[Endcap_-_Rear_Radial],h_Rad,W/m²/°C,0,"","",double,""
14244,o/p,hr_[Endcap_-_Rear_Axial],h_Rad,W/m²/°C,0,"","",double,""
14245,o/p,hr_[Flange_Mounted_Plate],h_Rad,W/m²/°C,0,"","",double,""
14246,o/p,hr_[Foot_Mounted_Base],h_Rad,W/m²/°C,0,"","",double,""
14247,o/p,hr_[Encoder_Case_-_Radial],h_Rad,W/m²/°C,0,"","",double,""
14248,o/p,hr_[Encoder_Case_-_Axial],h_Rad,W/m²/°C,0,"","",double,""
14249,o/p,hnc_[Housing_-_Active],h_Nat_Conv,W/m²/°C,0,"","",double,""
14250,o/p,hnc_[Housing_-_Active_Fin_Base],h_Nat_Conv,W/m²/°C,0,"","",double,""
14251,o/p,hnc_[Housing_-_Active_Fin_Sides],h_Nat_Conv,W/m²/°C,0,"","",double,""
14252,o/p,hnc_[Housing_-_Active_Fin_Channel],h_Nat_Conv,W/m²/°C,0,"","",double,""
14253,o/p,hnc_[Housing_-_Active_Fin_Tips],h_Nat_Conv,W/m²/°C,0,"","",double,""
14254,o/p,hnc_[Housing_-_Active_Corner_Cut],h_Nat_Conv,W/m²/°C,0,"","",double,""
14255,o/p,hnc_[Housing_-_Front],h_Nat_Conv,W/m²/°C,0,"","",double,""
14256,o/p,hnc_[Housing_-_Front_Fin_Base],h_Nat_Conv,W/m²/°C,0,"","",double,""
14257,o/p,hnc_[Housing_-_Front_Fin_Sides],h_Nat_Conv,W/m²/°C,0,"","",double,""
14258,o/p,hnc_[Housing_-_Front_Fin_Channel],h_Nat_Conv,W/m²/°C,0,"","",double,""
14259,o/p,hnc_[Housing_-_Front_Fin_Tips],h_Nat_Conv,W/m²/°C,0,"","",double,""
14260,o/p,hnc_[Housing_-_Front_Corner_Cut],h_Nat_Conv,W/m²/°C,0,"","",double,""
14261,o/p,hnc_[Housing_-_Rear],h_Nat_Conv,W/m²/°C,0,"","",double,""
14262,o/p,hnc_[Housing_-_Rear_Fin_Base],h_Nat_Conv,W/m²/°C,0,"","",double,""
14263,o/p,hnc_[Housing_-_Rear_Fin_Sides],h_Nat_Conv,W/m²/°C,0,"","",double,""
14264,o/p,hnc_[Housing_-_Rear_Fin_Channel],h_Nat_Conv,W/m²/°C,0,"","",double,""
14265,o/p,hnc_[Housing_-_Rear_Fin_Tips],h_Nat_Conv,W/m²/°C,0,"","",double,""
14266,o/p,hnc_[Housing_-_Rear_Corner_Cut],h_Nat_Conv,W/m²/°C,0,"","",double,""
14267,o/p,hnc_[Endcap_-_Front_Radial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14268,o/p,hnc_[Endcap_-_Front_Axial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14269,o/p,hnc_[Endcap_-_Rear_Radial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14270,o/p,hnc_[Endcap_-_Rear_Axial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14271,o/p,hnc_[Flange_Mounted_Plate],h_Nat_Conv,W/m²/°C,0,"","",double,""
14272,o/p,hnc_[Foot_Mounted_Base],h_Nat_Conv,W/m²/°C,0,"","",double,""
14273,o/p,hnc_[Encoder_Case_-_Radial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14274,o/p,hnc_[Encoder_Case_-_Axial],h_Nat_Conv,W/m²/°C,0,"","",double,""
14275,o/p,hfc_[Housing_-_Front],h_Forced_Conv,W/m²/°C,0,"","",double,""
14276,o/p,hfc_[Housing_-_Front_Fin_Base],h_Forced_Conv,W/m²/°C,0,"","",double,""
14277,o/p,hfc_[Housing_-_Front_Fin_Sides],h_Forced_Conv,W/m²/°C,0,"","",double,""
14278,o/p,hfc_[Housing_-_Front_Fin_Channel],h_Forced_Conv,W/m²/°C,0,"","",double,""
14279,o/p,hfc_[Housing_-_Front_Fin_Tips],h_Forced_Conv,W/m²/°C,0,"","",double,""
14280,o/p,hfc_[Housing_-_Front_Corner_Cut],h_Forced_Conv,W/m²/°C,0,"","",double,""
14281,o/p,hfc_[Housing_-_Rear],h_Forced_Conv,W/m²/°C,0,"","",double,""
14282,o/p,hfc_[Housing_-_Rear_Fin_Base],h_Forced_Conv,W/m²/°C,0,"","",double,""
14283,o/p,hfc_[Housing_-_Rear_Fin_Sides],h_Forced_Conv,W/m²/°C,0,"","",double,""
14284,o/p,hfc_[Housing_-_Rear_Fin_Channel],h_Forced_Conv,W/m²/°C,0,"","",double,""
14285,o/p,hfc_[Housing_-_Rear_Fin_Tips],h_Forced_Conv,W/m²/°C,0,"","",double,""
14286,o/p,hfc_[Housing_-_Rear_Corner_Cut],h_Forced_Conv,W/m²/°C,0,"","",double,""
14287,o/p,hfc_[Endcap_-_Front_Radial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14288,o/p,hfc_[Endcap_-_Front_Axial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14289,o/p,hfc_[Endcap_-_Rear_Radial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14290,o/p,hfc_[Endcap_-_Rear_Axial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14291,o/p,hfc_[Flange_Mounted_Plate],h_Forced_Conv,W/m²/°C,0,"","",double,""
14292,o/p,hfc_[Foot_Mounted_Base],h_Forced_Conv,W/m²/°C,0,"","",double,""
14293,o/p,hfc_[Encoder_Case_-_Radial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14294,o/p,hfc_[Encoder_Case_-_Axial],h_Forced_Conv,W/m²/°C,0,"","",double,""
14295,o/p,hmix_[Housing_-_Front],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14296,o/p,hmix_[Housing_-_Front_Fin_Base],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14297,o/p,hmix_[Housing_-_Front_Fin_Sides],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14298,o/p,hmix_[Housing_-_Front_Fin_Channel],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14299,o/p,hmix_[Housing_-_Front_Fin_Tips],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14300,o/p,hmix_[Housing_-_Front_Corner_Cut],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14301,o/p,hmix_[Housing_-_Rear],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14302,o/p,hmix_[Housing_-_Rear_Fin_Base],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14303,o/p,hmix_[Housing_-_Rear_Fin_Sides],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14304,o/p,hmix_[Housing_-_Rear_Fin_Channel],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14305,o/p,hmix_[Housing_-_Rear_Fin_Tips],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14306,o/p,hmix_[Housing_-_Rear_Corner_Cut],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14307,o/p,hmix_[Endcap_-_Front_Radial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14308,o/p,hmix_[Endcap_-_Front_Axial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14309,o/p,hmix_[Endcap_-_Rear_Radial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14310,o/p,hmix_[Endcap_-_Rear_Axial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14311,o/p,hmix_[Flange_Mounted_Plate],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14312,o/p,hmix_[Foot_Mounted_Base],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14313,o/p,hmix_[Encoder_Case_-_Radial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14314,o/p,hmix_[Encoder_Case_-_Axial],h_Mixed_Conv,W/m²/°C,0,"","",double,""
14315,o/p,Velocity_Forced_Conv_Plate,Vel_Forced_Conv,m/s,0,"","",double,""
14316,o/p,Rt_TVent_Endcap_F,TVent_Data,°C/W,0,"","",double,""
14317,o/p,Rt_TVent_Endcap_R,TVent_Data,°C/W,0,"","",double,""
14318,o/p,Rt_TVent_Housing_OHang_F,TVent_Data,°C/W,0,"","",double,""
14319,o/p,Rt_TVent_Housing_OHang_R,TVent_Data,°C/W,0,"","",double,""
14320,o/p,Rt_TVent_Shaft_OHang_F,TVent_Data,°C/W,0,"","",double,""
14321,o/p,Rt_TVent_Shaft_OHang_R,TVent_Data,°C/W,0,"","",double,""
14322,o/p,Dissipation_TVent_Endcap_F,TVent_Data,Watts,0,"","",double,""
14323,o/p,Dissipation_TVent_Endcap_R,TVent_Data,Watts,0,"","",double,""
14324,o/p,Dissipation_TVent_Housing_OHang_F,TVent_Data,Watts,0,"","",double,""
14325,o/p,Dissipation_TVent_Housing_OHang_R,TVent_Data,Watts,0,"","",double,""
14326,o/p,Dissipation_TVent_Shaft_OHang_F,TVent_Data,Watts,0,"","",double,""
14327,o/p,Dissipation_TVent_Shaft_OHang_R,TVent_Data,Watts,0,"","",double,""
14328,o/p,Inlet_Temp_TVent_EWdg_End_Endcap_F,TVent_Data,°C,0,"","",double,""
14329,o/p,Inlet_Temp_TVent_EWdg_End_Endcap_R,TVent_Data,°C,0,"","",double,""
14330,o/p,Inlet_Temp_TVent_EWdg_Outer_Housing_F,TVent_Data,°C,0,"","",double,""
14331,o/p,Inlet_Temp_TVent_EWdg_Outer_Housing_R,TVent_Data,°C,0,"","",double,""
14332,o/p,Inlet_Temp_TVent_EWdg_Bore_Shaft_F,TVent_Data,°C,0,"","",double,""
14333,o/p,Inlet_Temp_TVent_EWdg_Bore_Shaft_R,TVent_Data,°C,0,"","",double,""
14334,o/p,Inlet_Temp_TVent_Airgap_Stator_Rotor,TVent_Data,°C,0,"","",double,""
14335,o/p,Inlet_Temp_TVent_Stator_Duct,TVent_Data,°C,0,"","",double,""
14336,o/p,Outlet_Temp_TVent_EWdg_End_Endcap_F,TVent_Data,°C,0,"","",double,""
14337,o/p,Outlet_Temp_TVent_EWdg_End_Endcap_R,TVent_Data,°C,0,"","",double,""
14338,o/p,Outlet_Temp_TVent_EWdg_Outer_Housing_F,TVent_Data,°C,0,"","",double,""
14339,o/p,Outlet_Temp_TVent_EWdg_Outer_Housing_R,TVent_Data,°C,0,"","",double,""
14340,o/p,Outlet_Temp_TVent_EWdg_Bore_Shaft_F,TVent_Data,°C,0,"","",double,""
14341,o/p,Outlet_Temp_TVent_EWdg_Bore_Shaft_R,TVent_Data,°C,0,"","",double,""
14342,o/p,Outlet_Temp_TVent_Airgap_Stator_Rotor,TVent_Data,°C,0,"","",double,""
14343,o/p,Outlet_Temp_TVent_Stator_Duct,TVent_Data,°C,0,"","",double,""
14344,o/p,Average_Temp_TVent_EWdg_End_Endcap_F,TVent_Data,°C,0,"","",double,""
14345,o/p,Average_Temp_TVent_EWdg_End_Endcap_R,TVent_Data,°C,0,"","",double,""
14346,o/p,Average_Temp_TVent_EWdg_Outer_Housing_F,TVent_Data,°C,0,"","",double,""
14347,o/p,Average_Temp_TVent_EWdg_Outer_Housing_R,TVent_Data,°C,0,"","",double,""
14348,o/p,Average_Temp_TVent_EWdg_Bore_Shaft_F,TVent_Data,°C,0,"","",double,""
14349,o/p,Average_Temp_TVent_EWdg_Bore_Shaft_R,TVent_Data,°C,0,"","",double,""
14350,o/p,Average_Temp_TVent_Airgap_Stator_Rotor,TVent_Data,°C,0,"","",double,""
14351,o/p,Average_Temp_TVent_Stator_Duct,TVent_Data,°C,0,"","",double,""
14352,o/p,TVent_Outlet_Temperature,TVent_Data,°C,0,"","",double,""
14353,o/p,TVent_Stator_Outlet_Temperature,TVent_Data,°C,0,"","",double,""
14354,o/p,TVent_Rotor_Outlet_Temperature,TVent_Data,°C,0,"","",double,""
14355,o/p,TVent_Airgap_Outlet_Temperature,TVent_Data,°C,0,"","",double,""
14356,o/p,Fluid_Average_Temp_[Airgap],Wet_Rotor_Data,°C,0,"","",double,""
14357,o/p,WJ_Fluid_Average_Temp_[Active],Water_Jacket_Data,°C,0,"","",double,""
14358,o/p,WJ_Channel_Dissipation_[Active],Water_Jacket_Data,Watts,0,"","",double,""
14359,o/p,WJ_Channel_Length_[F],Water_Jacket_Data,mm,0,"","",double,""
14360,o/p,WJ_Channel_Length_[R],Water_Jacket_Data,mm,0,"","",double,""
14361,o/p,WJ_Channel_Perimeter,Water_Jacket_Data,mm,0,"","",double,""
14362,o/p,SG_Fluid_Average_Temp_[A],Shaft_Jacket_Data,°C,0,"","",double,""
14363,o/p,SGroove_Channel_Length_[A],Shaft_Jacket_Data,mm,0,"","",double,""
14364,o/p,SGroove_Channel_Length_[F],Shaft_Jacket_Data,mm,0,"","",double,""
14365,o/p,SGroove_Channel_Length_[R],Shaft_Jacket_Data,mm,0,"","",double,""
14366,o/p,SGroove_Channel_CSArea,Shaft_Jacket_Data,mm²,0,"","",double,""
14367,o/p,SGroove_Channel_Perimeter,Shaft_Jacket_Data,mm,0,"","",double,""
14368,o/p,Area_Endcap_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,mm²,0,"","",double,""
14369,o/p,Area_Endcap_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,mm²,0,"","",double,""
14370,o/p,Area_Housing_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,mm²,0,"","",double,""
14371,o/p,Area_Housing_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,mm²,0,"","",double,""
14372,o/p,Area_Housing_Fluid_[Spray_Cooling]_-_Active,Spray_Cooling_Data,mm²,0,"","",double,""
14373,o/p,Velocity_[Spray_Cooling]_-_Front,Spray_Cooling_Data,m/s,0,"","",double,""
14374,o/p,Velocity_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,m/s,0,"","",double,""
14375,o/p,h_Endcap_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14376,o/p,h_Endcap_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14377,o/p,h_Housing_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14378,o/p,h_Housing_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14379,o/p,h_Housing_Fluid_[Spray_Cooling]_-_Active,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14380,o/p,h_Rotor_Pole_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14381,o/p,h_Rotor_Pole_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14382,o/p,h_Rotor_Core_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14383,o/p,h_Rotor_Core_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,W/m²/°C,0,"","",double,""
14384,o/p,Rt_[Spray_Cooling]_-_Front,Spray_Cooling_Data,°C/W,0,"","",double,""
14385,o/p,Rt_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,°C/W,0,"","",double,""
14386,o/p,Rt_Endcap_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,°C/W,0,"","",double,""
14387,o/p,Rt_Endcap_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,°C/W,0,"","",double,""
14388,o/p,Rt_Housing_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,°C/W,0,"","",double,""
14389,o/p,Rt_Housing_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,°C/W,0,"","",double,""
14390,o/p,Rt_Housing_Fluid_[Spray_Cooling]_-_Active,Spray_Cooling_Data,°C/W,0,"","",double,""
14391,o/p,Rt_Rotor_Pole_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,°C/W,0,"","",double,""
14392,o/p,Rt_Rotor_Pole_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,°C/W,0,"","",double,""
14393,o/p,Rt_Rotor_Core_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,°C/W,0,"","",double,""
14394,o/p,Rt_Rotor_Core_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,°C/W,0,"","",double,""
14395,o/p,Dissipation_[Spray_Cooling]_-_Front,Spray_Cooling_Data,Watts,0,"","",double,""
14396,o/p,Dissipation_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,Watts,0,"","",double,""
14397,o/p,Dissipation_Endcap_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,Watts,0,"","",double,""
14398,o/p,Dissipation_Endcap_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,Watts,0,"","",double,""
14399,o/p,Dissipation_Housing_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,Watts,0,"","",double,""
14400,o/p,Dissipation_Housing_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,Watts,0,"","",double,""
14401,o/p,Dissipation_Housing_Fluid_[Spray_Cooling]_-_Active,Spray_Cooling_Data,Watts,0,"","",double,""
14402,o/p,Dissipation_Rotor_Pole_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,Watts,0,"","",double,""
14403,o/p,Dissipation_Rotor_Pole_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,Watts,0,"","",double,""
14404,o/p,Dissipation_Rotor_Core_Fluid_[Spray_Cooling]_-_Front,Spray_Cooling_Data,Watts,0,"","",double,""
14405,o/p,Dissipation_Rotor_Core_Fluid_[Spray_Cooling]_-_Rear,Spray_Cooling_Data,Watts,0,"","",double,""
14406,o/p,Spray_Cooling_Outlet_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14407,o/p,Spray_Cooling_Average_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14408,o/p,Spray_Cooling_Outlet_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14409,o/p,Spray_Cooling_Average_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14410,o/p,Spray_Cooling_Endcap_Fluid_Outlet_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14411,o/p,Spray_Cooling_Endcap_Fluid_Average_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14412,o/p,Spray_Cooling_Endcap_Fluid_Outlet_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14413,o/p,Spray_Cooling_Endcap_Fluid_Average_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14414,o/p,Spray_Cooling_Housing_Fluid_Outlet_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14415,o/p,Spray_Cooling_Housing_Fluid_Average_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14416,o/p,Spray_Cooling_Housing_Fluid_Outlet_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14417,o/p,Spray_Cooling_Housing_Fluid_Average_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14418,o/p,Spray_Cooling_Housing_Fluid_Outlet_Temp_[A],Spray_Cooling_Data,°C,0,"","",double,""
14419,o/p,Spray_Cooling_Housing_Fluid_Average_Temp_[A],Spray_Cooling_Data,°C,0,"","",double,""
14420,o/p,Spray_Cooling_Rotor_Pole_Fluid_Outlet_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14421,o/p,Spray_Cooling_Rotor_Pole_Fluid_Average_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
14422,o/p,Spray_Cooling_Rotor_Pole_Fluid_Outlet_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14423,o/p,Spray_Cooling_Rotor_Pole_Fluid_Average_Temp_[R],Spray_Cooling_Data,°C,0,"","",double,""
14424,o/p,Spray_Cooling_Rotor_Core_Fluid_Outlet_Temp_[F],Spray_Cooling_Data,°C,0,"","",double,""
